,match,team,start_time,end_time,player_ids,xG_conceded,opp_possession
0,3775643,West Ham United LFC,0.0,,"[18151, 31556, 34232]",0.0,0.0
1,3775642,Brighton & Hove Albion WFC,0.0,,"[16383, 16395]",0.0,0.0
2,2275103,West Ham United LFC,0.0,,"[18151, 18159, 31556]",0.0,0.0
3,2275103,West Ham United LFC,85.0,,"[18151, 31556, 18154]",0.0,0.0
4,2275097,Manchester City WFC,0.0,6.0,"[10185, 15554]",0.0,36.444565
5,2275097,Manchester City WFC,6.0,,[15554],0.0,0.0
6,3775610,Bristol City WFC,0.0,,"[16381, 36801]",0.0,0.0
7,3775610,Bristol City WFC,45.0,46.0,"[16381, 23412]",0.01963481,55.142104
8,3775610,Bristol City WFC,46.0,,[16381],0.0,0.0
9,3775616,West Ham United LFC,0.0,,"[18151, 34232]",0.0,0.0
10,3775577,Arsenal WFC,0.0,,"[10405, 18999]",0.0,0.0
11,3775644,Tottenham Hotspur Women,0.0,,"[5074, 31552]",0.0,0.0
12,3775606,Reading WFC,0.0,79.0,"[18998, 20061]",1.875479422,1267.678299237
13,3775606,Reading WFC,79.0,,"[20061, 24281]",0.0,0.0
14,3775602,Reading WFC,0.0,,"[20061, 21021]",0.0,0.0
15,19783,Everton LFC,0.0,,"[15574, 15575]",0.0,0.0
16,19747,Reading WFC,0.0,,"[10198, 18152]",0.0,0.0
17,19785,Chelsea FCW,0.0,,"[4633, 4642]",0.0,0.0
18,2275151,Manchester United,0.0,,"[31533, 31536]",0.0,0.0
19,19736,Arsenal WFC,0.0,,"[10666, 18999]",0.0,0.0
20,19822,Yeovil Town LFC,0.0,,"[15712, 15715]",0.0,0.0
21,19813,Birmingham City WFC,0.0,,"[19502, 19503]",0.0,0.0
22,3775563,Everton LFC,0.0,78.0,"[15575, 15789, 18254]",0.790504553,1491.951190025
23,3775563,Everton LFC,78.0,,"[15789, 18254]",0.0,0.0
24,3764238,Arsenal WFC,0.0,68.0,"[10235, 18999]",0.056886062,933.0349020049999
25,3764238,Arsenal WFC,68.0,,"[18999, 45156]",0.0,0.0
26,3775634,Aston Villa,0.0,,"[4657, 15565, 46537]",0.0,0.0
27,3775634,Aston Villa,17.0,19.0,"[4657, 46537]",0.0,44.243816
28,3775634,Aston Villa,19.0,61.0,"[4657, 46537, 46534]",1.303570924,957.90738903
29,3775634,Aston Villa,61.0,,"[4657, 46534]",0.0,0.0
30,19720,Bristol City WFC,0.0,,"[10171, 16381, 16383]",0.0,0.0
31,19720,Bristol City WFC,89.0,,"[10171, 16383]",0.0,0.0
32,3775631,Bristol City WFC,0.0,78.0,"[15618, 46741]",0.8063748815999999,1634.10452801
33,3775631,Bristol City WFC,78.0,79.0,"[15618, 23412]",0.0,0.0
34,3775631,Bristol City WFC,79.0,,[23412],0.0,0.0
35,3764239,Tottenham Hotspur Women,0.0,,"[5074, 15569]",0.0,0.0
36,3764239,Tottenham Hotspur Women,85.0,,"[5074, 31702]",0.0,0.0
37,3775547,Manchester City WFC,0.0,,"[10185, 10252]",0.0,0.0
38,3775547,Manchester City WFC,75.0,,"[10252, 5081]",0.0,0.0
39,2275083,Birmingham City WFC,0.0,,"[15569, 15574]",0.0,0.0
40,3775614,Chelsea FCW,0.0,91.0,"[4633, 4642]",0.158403326,935.792696012
41,3775614,Chelsea FCW,91.0,,[4642],0.0,0.0
42,3775597,Manchester United,0.0,,"[31533, 31536]",0.0,0.0
43,2275082,Arsenal WFC,0.0,,"[17524, 18999]",0.0,0.0
44,2275049,West Ham United LFC,0.0,,"[18151, 18159, 31556]",0.0,0.0
45,2275049,West Ham United LFC,65.0,,"[18151, 31556]",0.0,0.0
46,3775603,West Ham United LFC,0.0,,"[18151, 31556, 34232]",0.0,0.0
47,2275154,Chelsea FCW,0.0,,"[4633, 4642]",0.0,0.0
48,3775637,Aston Villa,0.0,71.0,"[46534, 46535]",0.905179778,1306.25414303
49,3775637,Aston Villa,71.0,79.0,[46535],0.036879957,57.554126000000004
50,3775637,Aston Villa,79.0,,[46535],0.0,0.0
51,19719,Reading WFC,0.0,,"[10198, 18152]",0.0,0.0
52,3775592,Tottenham Hotspur Women,0.0,,"[5074, 15569]",0.0,0.0
53,2275042,West Ham United LFC,0.0,64.0,"[18151, 31556]",2.422059641,1148.9921410309998
54,2275042,West Ham United LFC,64.0,,[31556],0.0,0.0
55,19773,Everton LFC,0.0,,"[15574, 15575]",0.0,0.0
56,19755,Chelsea FCW,0.0,51.0,"[4633, 4642]",1.2775062145,686.7542732470001
57,19755,Chelsea FCW,51.0,,[4642],0.0,0.0
58,19738,Bristol City WFC,0.0,,"[10171, 16381, 16383]",0.0,0.0
59,3775658,Manchester City WFC,0.0,,"[5081, 10185]",0.0,0.0
60,3775625,Manchester City WFC,0.0,,"[10185, 15554]",0.0,0.0
61,19817,Reading WFC,0.0,,"[18152, 21021]",0.0,0.0
62,19817,Reading WFC,67.0,,"[21021, 15720]",0.0,0.0
63,2275028,Birmingham City WFC,0.0,,"[15569, 31568]",0.0,0.0
64,19786,Manchester City WFC,0.0,,"[10185, 17524]",0.0,0.0
65,3775638,Brighton & Hove Albion WFC,0.0,,"[16383, 16395, 22337]",0.0,0.0
66,3775641,Aston Villa,0.0,,"[4657, 46534]",0.0,0.0
67,19801,Reading WFC,0.0,,"[10198, 18152]",0.0,0.0
68,2275108,Chelsea FCW,0.0,,"[4633, 4642]",0.0,0.0
69,3775604,Manchester City WFC,0.0,,"[5081, 19503]",0.0,0.0
70,19736,Chelsea FCW,0.0,,"[4633, 4642]",0.0,0.0
71,3775544,West Ham United LFC,0.0,,"[18151, 31157, 34232]",0.0,0.0
72,19723,Manchester City WFC,0.0,,"[10185, 17524]",0.0,0.0
73,3775620,West Ham United LFC,0.0,,"[18151, 34232]",0.0,0.0
74,2275140,Manchester United,0.0,,"[4648, 31536]",0.0,0.0
75,3764236,Reading WFC,0.0,9.0,"[20061, 21021]",0.0,61.561091
76,3764236,Reading WFC,9.0,32.0,[21021],0.27572217,269.302701004
77,3764236,Reading WFC,32.0,,[],0.0,0.0
78,19819,West Ham United LFC,0.0,,"[18151, 18159]",0.0,0.0
79,3764239,Everton LFC,0.0,,"[15789, 18254]",0.0,0.0
80,3775651,West Ham United LFC,0.0,,"[18151, 31556, 34232]",0.0,0.0
81,3775629,Brighton & Hove Albion WFC,0.0,75.0,"[16383, 22337]",2.3246113360000003,2438.976530221
82,3775629,Brighton & Hove Albion WFC,75.0,76.0,"[22337, 50722]",0.0,37.952152
83,3775629,Brighton & Hove Albion WFC,76.0,,[22337],0.0,0.0
84,3775545,Tottenham Hotspur Women,0.0,,"[5074, 15569]",0.0,0.0
85,19776,Brighton & Hove Albion WFC,0.0,,"[16394, 16395]",0.0,0.0
86,19737,Yeovil Town LFC,0.0,,"[15712, 15717]",0.0,0.0
87,19715,Brighton & Hove Albion WFC,0.0,,"[16394, 16395]",0.0,0.0
88,2275137,Tottenham Hotspur Women,0.0,3.0,"[18145, 31552]",0.156506593,127.318891
89,2275137,Tottenham Hotspur Women,3.0,82.0,[31552],1.907726198,1845.0606670399998
90,2275137,Tottenham Hotspur Women,82.0,85.0,"[31552, 4846]",0.0,34.032067000000005
91,2275137,Tottenham Hotspur Women,85.0,87.0,[4846],0.07917044,1.095505
92,2275137,Tottenham Hotspur Women,87.0,,[],0.0,0.0
93,19797,Arsenal WFC,0.0,,"[15621, 18999]",0.0,0.0
94,3775579,Reading WFC,0.0,,"[20061, 21021]",0.0,0.0
95,3775636,Birmingham City WFC,0.0,,"[4984, 15574]",0.0,0.0
96,2275026,Bristol City WFC,0.0,,"[15618, 19502]",0.0,0.0
97,3775657,Bristol City WFC,0.0,46.0,"[15618, 16381]",0.7529707669999999,1468.482151166
98,3775657,Bristol City WFC,46.0,,[16381],0.0,0.0
99,3775614,Bristol City WFC,0.0,,"[16381, 36799]",0.0,0.0
100,3775631,Tottenham Hotspur Women,0.0,,"[5074, 31552]",0.0,0.0
101,2275088,Bristol City WFC,0.0,78.0,"[15618, 16381]",0.7129893679999999,1566.1335950090001
102,2275088,Bristol City WFC,78.0,,[16381],0.0,0.0
103,19729,Everton LFC,0.0,53.0,"[15572, 15574, 15575]",0.14082769,728.6611670069999
104,19729,Everton LFC,53.0,,"[15574, 15575, 21230]",0.0,0.0
105,19724,West Ham United LFC,0.0,,"[18151, 18155]",0.0,0.0
106,19820,Chelsea FCW,0.0,,"[4633, 4642]",0.0,0.0
107,19809,Brighton & Hove Albion WFC,0.0,,"[19420, 20034]",0.0,0.0
108,3775607,Bristol City WFC,0.0,,"[16381, 16394]",0.0,0.0
109,3775575,Everton LFC,0.0,58.0,"[15789, 18254]",0.6913836419999999,1213.506533019
110,3775575,Everton LFC,58.0,59.0,"[18254, 15573]",0.0,0.0
111,3775575,Everton LFC,59.0,,[18254],0.0,0.0
112,3775632,Everton LFC,0.0,,"[18254, 47541]",0.0,0.0
113,19747,Manchester City WFC,0.0,,"[10185, 17524]",0.0,0.0
114,2275028,Manchester City WFC,0.0,,"[10185, 15554]",0.0,0.0
115,2275106,Bristol City WFC,0.0,,"[15618, 16381]",0.0,0.0
116,3775659,Reading WFC,0.0,,"[20061, 21021]",0.0,0.0
117,3775640,Reading WFC,0.0,13.0,"[20061, 21021]",0.264689368,179.597745002
118,3775640,Reading WFC,13.0,,[21021],0.0,0.0
119,19815,Arsenal WFC,0.0,,"[15621, 18999]",0.0,0.0
120,19815,Arsenal WFC,70.0,,"[15621, 10235]",0.0,0.0
121,2275098,Arsenal WFC,0.0,65.0,"[10235, 15621, 18999]",0.24133236000000002,878.8237250100001
122,2275098,Arsenal WFC,65.0,,"[15621, 18999]",0.0,0.0
123,19808,Everton LFC,0.0,,"[15574, 15575]",0.0,0.0
124,19808,Everton LFC,56.0,57.0,[15574],0.0,0.0
125,19808,Everton LFC,57.0,,"[15574, 18254]",0.0,0.0
126,3775582,Everton LFC,0.0,,"[15789, 18254]",0.0,0.0
127,3764235,Bristol City WFC,0.0,,"[15618, 16381]",0.0,0.0
128,2275057,West Ham United LFC,0.0,,"[18151, 31556, 34232]",0.0,0.0
129,2275140,Brighton & Hove Albion WFC,0.0,,"[16383, 22337]",0.0,0.0
130,19739,Brighton & Hove Albion WFC,0.0,,"[16395, 19414]",0.0,0.0
131,19739,Brighton & Hove Albion WFC,13.0,,[16395],0.0,0.0
132,19740,Liverpool WFC,0.0,,"[15614, 15618]",0.0,0.0
133,2275106,Manchester City WFC,0.0,,"[10185, 15554]",0.0,0.0
134,3775552,Everton LFC,0.0,45.0,"[15789, 18254]",0.85341153,637.342851007
135,3775552,Everton LFC,45.0,47.0,"[15789, 15575]",0.0,128.45319800599998
136,3775552,Everton LFC,47.0,,[15789],0.0,0.0
137,19821,Arsenal WFC,0.0,,"[15621, 18999]",0.0,0.0
138,19816,Birmingham City WFC,0.0,,"[19502, 19503]",0.0,0.0
139,2275034,Tottenham Hotspur Women,0.0,,"[31552, 31703]",0.0,0.0
140,19742,Bristol City WFC,0.0,89.0,"[10171, 16381]",0.28238746540000004,863.4904600139998
141,19742,Bristol City WFC,89.0,,[16381],0.0,0.0
142,3775563,Manchester United,0.0,,"[31533, 31536]",0.0,0.0
143,3775541,Manchester United,0.0,,"[31533, 31536]",0.0,0.0
144,3775541,Manchester United,78.0,,"[31536, 4636]",0.0,0.0
145,3775567,Manchester United,0.0,,"[31533, 31536]",0.0,0.0
146,19730,Brighton & Hove Albion WFC,0.0,,"[16394, 16395]",0.0,0.0
147,3775586,Tottenham Hotspur Women,0.0,52.0,"[5074, 31703]",1.9790122209999998,1147.232386017
148,3775586,Tottenham Hotspur Women,52.0,56.0,[5074],0.31876302,108.970539001
149,3775586,Tottenham Hotspur Women,56.0,63.0,"[5074, 15572]",0.0,170.08716600000002
150,3775586,Tottenham Hotspur Women,63.0,,[15572],0.0,0.0
151,3775645,Chelsea FCW,0.0,,"[4633, 4642]",0.0,0.0
152,2275089,Birmingham City WFC,0.0,,"[19592, 31568]",0.0,0.0
153,2275154,Manchester United,0.0,,"[4648, 31536]",0.0,0.0
154,3775655,West Ham United LFC,0.0,,"[18151, 31556, 34232]",0.0,0.0
155,3775586,Arsenal WFC,0.0,,"[17524, 18999]",0.0,0.0
156,3775560,Arsenal WFC,0.0,45.0,"[18999, 49697]",0.0,432.079655
157,3775560,Arsenal WFC,45.0,,[49697],0.0,0.0
158,19779,Bristol City WFC,0.0,,"[16381, 16383]",0.0,0.0
159,19794,Bristol City WFC,0.0,86.0,"[16381, 16383]",2.643215884,2421.278992035
160,19794,Bristol City WFC,86.0,,"[16383, 16389]",0.0,0.0
161,19720,Chelsea FCW,0.0,,"[4633, 4642]",0.0,0.0
162,19743,Chelsea FCW,0.0,,"[4633, 4642]",0.0,0.0
163,3775628,West Ham United LFC,0.0,,"[18151, 31556, 34232]",0.0,0.0
164,3775628,West Ham United LFC,79.0,,"[18151, 34232]",0.0,0.0
165,3775620,Everton LFC,0.0,,"[15789, 18254]",0.0,0.0
166,3775632,Manchester City WFC,0.0,,"[10185, 15554]",0.0,0.0
167,3775632,Manchester City WFC,64.0,,"[10185, 10252]",0.0,0.0
168,3775608,West Ham United LFC,0.0,,"[18151, 31556, 34232]",0.0,0.0
169,19764,Yeovil Town LFC,0.0,,"[15715, 15717]",0.0,0.0
170,2275136,Manchester United,0.0,55.0,"[4648, 31536]",0.09796073799999999,1053.179366033
171,2275136,Manchester United,55.0,,[31536],0.0,0.0
172,19754,Liverpool WFC,0.0,,"[15614, 19417]",0.0,0.0
173,2275093,Birmingham City WFC,0.0,,"[19592, 31568]",0.0,0.0
174,19745,Yeovil Town LFC,0.0,,"[15712, 15717]",0.0,0.0
175,19749,Arsenal WFC,0.0,,"[15621, 18999]",0.0,0.0
176,19800,Bristol City WFC,0.0,,"[16381, 16383]",0.0,0.0
177,2275094,West Ham United LFC,0.0,,"[18151, 31556]",0.0,0.0
178,2275130,Manchester City WFC,0.0,,"[10185, 15554]",0.0,0.0
179,19795,West Ham United LFC,0.0,,"[18151, 18159]",0.0,0.0
180,3775611,Chelsea FCW,0.0,,"[4633, 4642]",0.0,0.0
181,2275150,West Ham United LFC,0.0,,"[18151, 18159, 31556]",0.0,0.0
182,2275157,Manchester United,0.0,,"[4648, 31536]",0.0,0.0
183,2275116,Liverpool WFC,0.0,,"[15614, 19777]",0.0,0.0
184,19743,Birmingham City WFC,0.0,,"[19502, 19503]",0.0,0.0
185,19758,Reading WFC,0.0,45.0,"[15720, 18152]",0.483620823,390.776679037
186,19758,Reading WFC,45.0,,[18152],0.0,0.0
187,19804,Arsenal WFC,0.0,,"[15621, 18999]",0.0,0.0
188,3775589,Reading WFC,0.0,,"[20061, 21021]",0.0,0.0
189,19768,West Ham United LFC,0.0,,"[18151, 18159]",0.0,0.0
190,19796,Brighton & Hove Albion WFC,0.0,,"[19420, 20034]",0.0,0.0
191,2275072,Reading WFC,0.0,,"[10198, 15720]",0.0,0.0
192,19806,Reading WFC,0.0,,"[10198, 21021]",0.0,0.0
193,19799,Liverpool WFC,0.0,,"[15614, 15622]",0.0,0.0
194,19757,Bristol City WFC,0.0,,"[16381, 16383]",0.0,0.0
195,3775633,Aston Villa,0.0,,"[4657, 46534, 46535]",0.0,0.0
196,3775604,Tottenham Hotspur Women,0.0,,"[4648, 5074]",0.0,0.0
197,3775569,Bristol City WFC,0.0,,"[16381, 36799]",0.0,0.0
198,3775569,Bristol City WFC,85.0,,[16381],0.0,0.0
199,19783,Chelsea FCW,0.0,,"[4633, 4642]",0.0,0.0
200,3775639,Manchester City WFC,0.0,,"[10185, 10252]",0.0,0.0
201,3775578,Everton LFC,0.0,,"[15789, 18254]",0.0,0.0
202,3764241,Manchester City WFC,0.0,,"[10185, 15554]",0.0,0.0
203,2275105,Chelsea FCW,0.0,,"[4633, 4642]",0.0,0.0
204,3775558,Reading WFC,0.0,,"[20061, 21021]",0.0,0.0
205,2275130,Chelsea FCW,0.0,,"[4633, 4642]",0.0,0.0
206,3775561,Manchester United,0.0,,"[4648, 31536]",0.0,0.0
207,3775549,Birmingham City WFC,0.0,,"[15574, 41812]",0.0,0.0
208,2275061,Brighton & Hove Albion WFC,0.0,,"[16395, 19420]",0.0,0.0
209,2275061,Brighton & Hove Albion WFC,77.0,,"[16395, 21023]",0.0,0.0
210,3775608,Tottenham Hotspur Women,0.0,,"[5074, 31552]",0.0,0.0
211,19762,Reading WFC,0.0,,"[10198, 18152]",0.0,0.0
212,2275110,Liverpool WFC,0.0,,"[15614, 15630]",0.0,0.0
213,3775578,Reading WFC,0.0,,"[20061, 21021]",0.0,0.0
214,3775633,Tottenham Hotspur Women,0.0,,"[4648, 5074]",0.0,0.0
215,2275078,Everton LFC,0.0,,"[10651, 15575]",0.0,0.0
216,3775543,Arsenal WFC,0.0,,"[17524, 18999]",0.0,0.0
217,3775543,Arsenal WFC,58.0,,"[18999, 10235]",0.0,0.0
218,19772,Reading WFC,0.0,,"[10198, 18152]",0.0,0.0
219,2275029,Liverpool WFC,0.0,,"[15614, 19777]",0.0,0.0
220,2275052,Brighton & Hove Albion WFC,0.0,,"[16383, 16395]",0.0,0.0
221,3775607,Reading WFC,0.0,,"[20061, 21021]",0.0,0.0
222,2275146,Manchester United,0.0,,"[4648, 31536]",0.0,0.0
223,2275027,Everton LFC,0.0,,"[15575, 18254]",0.0,0.0
224,2275150,Manchester United,0.0,,"[4648, 31536]",0.0,0.0
225,3775567,Chelsea FCW,0.0,,"[4633, 4642]",0.0,0.0
226,2275049,Reading WFC,0.0,,"[15577, 15720, 31628]",0.0,0.0
227,2275075,Tottenham Hotspur Women,0.0,,"[31552, 31703]",0.0,0.0
228,19716,Yeovil Town LFC,0.0,,"[15712, 15717]",0.0,0.0
229,19787,Birmingham City WFC,0.0,88.0,"[15569, 19502]",0.745132724,767.525325009
230,19787,Birmingham City WFC,88.0,,[19502],0.0,0.0
231,3775550,Chelsea FCW,0.0,,"[4633, 4642]",0.0,0.0
232,3775556,Brighton & Hove Albion WFC,0.0,,"[16383, 20034]",0.0,0.0
233,2275113,West Ham United LFC,0.0,,"[18151, 34232]",0.0,0.0
234,19791,Arsenal WFC,0.0,,"[15621, 18998, 18999]",0.0,0.0
235,2275151,Brighton & Hove Albion WFC,0.0,14.0,"[16383, 22337]",0.280970213,355.20051403
236,2275151,Brighton & Hove Albion WFC,14.0,78.0,[22337],0.067456252,1253.835097112
237,2275151,Brighton & Hove Albion WFC,78.0,,"[22337, 16395]",0.0,0.0
238,19726,Chelsea FCW,0.0,,"[4633, 4642]",0.0,0.0
239,2275090,Chelsea FCW,0.0,,"[4633, 4642]",0.0,0.0
240,3775542,Bristol City WFC,0.0,,"[16381, 16394]",0.0,0.0
241,3775542,Bristol City WFC,45.0,,"[16381, 15618]",0.0,0.0
242,3775550,Everton LFC,0.0,,"[15789, 18254]",0.0,0.0
243,3775597,Arsenal WFC,0.0,,"[10405, 49697]",0.0,0.0
244,3775648,Arsenal WFC,0.0,79.0,"[17524, 18999]",0.352642316,628.541197
245,3775648,Arsenal WFC,79.0,,"[18999, 49697]",0.0,0.0
246,19738,Birmingham City WFC,0.0,,"[15569, 19502, 19503]",0.0,0.0
247,2275096,Arsenal WFC,0.0,66.0,"[10235, 17524]",0.6211948030000001,859.1903860259999
248,2275096,Arsenal WFC,66.0,,"[10235, 17524]",0.0,0.0
249,3775612,Reading WFC,0.0,,"[20061, 21021]",0.0,0.0
250,19803,West Ham United LFC,0.0,,"[18151, 18159]",0.0,0.0
251,19802,Brighton & Hove Albion WFC,0.0,,"[19420, 20034]",0.0,0.0
252,3775553,West Ham United LFC,0.0,,"[18151, 34232]",0.0,0.0
253,2275104,Bristol City WFC,0.0,,"[10171, 15618]",0.0,0.0
254,3775635,Everton LFC,0.0,,"[15789, 18254]",0.0,0.0
255,3775609,West Ham United LFC,0.0,,"[18151, 31157, 34232]",0.0,0.0
256,19753,Reading WFC,0.0,,"[10198, 18152]",0.0,0.0
257,19740,West Ham United LFC,0.0,,"[18151, 21014]",0.0,0.0
258,19740,West Ham United LFC,69.0,,"[18151, 19896]",0.0,0.0
259,19765,Birmingham City WFC,0.0,,"[19502, 19503]",0.0,0.0
260,3775618,Reading WFC,0.0,,"[20061, 21021]",0.0,0.0
261,2275120,Everton LFC,0.0,,"[15575, 18254]",0.0,0.0
262,3775544,Aston Villa,0.0,,"[4657, 46534, 46535]",0.0,0.0
263,3775544,Aston Villa,85.0,,"[4657, 46534, 46539]",0.0,0.0
264,19794,Chelsea FCW,0.0,,"[4633, 20061]",0.0,0.0
265,2275042,Manchester City WFC,0.0,,"[10185, 15554]",0.0,0.0
266,19771,Yeovil Town LFC,0.0,4.0,"[15715, 15717]",0.36199901399999995,107.283486
267,19771,Yeovil Town LFC,4.0,,[15717],0.0,0.0
268,2275122,Bristol City WFC,0.0,,"[16381, 19502]",0.0,0.0
269,2275122,Bristol City WFC,89.0,,[16381],0.0,0.0
270,3775580,Brighton & Hove Albion WFC,0.0,45.0,"[4989, 16395]",0.33231779200000006,1523.092749193
271,3775580,Brighton & Hove Albion WFC,45.0,,"[16395, 16383]",0.0,0.0
272,3775584,Arsenal WFC,0.0,63.0,"[17524, 18999]",0.010909359,528.784408
273,3775584,Arsenal WFC,63.0,,"[18999, 49697]",0.0,0.0
274,2275132,Chelsea FCW,0.0,,"[4633, 4642]",0.0,0.0
275,2275086,Reading WFC,0.0,,"[10198, 15720]",0.0,0.0
276,3775650,Chelsea FCW,0.0,,"[4633, 10395]",0.0,0.0
277,3775650,Chelsea FCW,59.0,,[4633],0.0,0.0
278,3775571,Aston Villa,0.0,,"[4657, 46534]",0.0,0.0
279,2275098,Brighton & Hove Albion WFC,0.0,,"[16383, 16395]",0.0,0.0
280,3775570,Everton LFC,0.0,,"[15789, 18254]",0.0,0.0
281,3775570,Everton LFC,85.0,,"[18254, 15575]",0.0,0.0
282,3775591,West Ham United LFC,0.0,,"[18151, 31556, 34232]",0.0,0.0
283,3775591,West Ham United LFC,91.0,,"[18151, 34232, 31157]",0.0,0.0
284,2275030,Tottenham Hotspur Women,0.0,,"[31552, 31703]",0.0,0.0
285,19792,Bristol City WFC,0.0,,"[16381, 16383]",0.0,0.0
286,19792,Bristol City WFC,68.0,,[16381],0.0,0.0
287,19748,Chelsea FCW,0.0,,"[4633, 4642]",0.0,0.0
288,2275126,Tottenham Hotspur Women,0.0,,"[4858, 31703]",0.0,0.0
289,2275126,Everton LFC,0.0,,"[10651, 15575]",0.0,0.0
290,19733,Manchester City WFC,0.0,,"[10185, 17524]",0.0,0.0
291,19814,West Ham United LFC,0.0,,"[18159, 21014]",0.0,0.0
292,2275093,Chelsea FCW,0.0,,"[4633, 4642]",0.0,0.0
293,19818,Manchester City WFC,0.0,,"[10185, 15554]",0.0,0.0
294,19810,Bristol City WFC,0.0,,"[16381, 16383]",0.0,0.0
295,19810,Bristol City WFC,69.0,71.0,"[16381, 21059]",0.0,16.077932999999998
296,19810,Bristol City WFC,71.0,,[16381],0.0,0.0
297,19751,West Ham United LFC,0.0,,"[18145, 18151, 21014]",0.0,0.0
298,19751,West Ham United LFC,45.0,50.0,"[18145, 18151, 18146]",0.0,31.8202791
299,19751,West Ham United LFC,50.0,,"[18145, 18151]",0.0,0.0
300,3775621,Reading WFC,0.0,86.0,"[20061, 21021]",1.030633232,771.2202162
301,3775621,Reading WFC,86.0,,[21021],0.0,0.0
302,19755,Manchester City WFC,0.0,,"[10185, 17524]",0.0,0.0
303,2275065,Brighton & Hove Albion WFC,0.0,85.0,"[19420, 22337]",0.648757676,1928.691104
304,2275065,Brighton & Hove Albion WFC,85.0,,[22337],0.0,0.0
305,3775543,Brighton & Hove Albion WFC,0.0,,"[4989, 16383]",0.0,0.0
306,19728,Bristol City WFC,0.0,72.0,"[10171, 16381, 16383]",2.3338453395000003,1896.350051141
307,19728,Bristol City WFC,72.0,78.0,"[10171, 16383, 16387]",0.036715385,133.5650291
308,19728,Bristol City WFC,78.0,,"[16383, 16387]",0.0,0.0
309,19750,Everton LFC,0.0,16.0,"[15572, 15575, 18254]",0.010002067,119.83150399999998
310,19750,Everton LFC,16.0,20.0,"[15575, 18254]",0.025207022,38.483366000000004
311,19750,Everton LFC,20.0,28.0,"[15575, 18254, 15574]",0.012865861,106.220675003
312,19750,Everton LFC,28.0,,"[15575, 18254]",0.0,0.0
313,2275062,Liverpool WFC,0.0,,"[15614, 19777]",0.0,0.0
314,19717,Arsenal WFC,0.0,,"[10666, 15621]",0.0,0.0
315,3775575,Aston Villa,0.0,64.0,"[4657, 46535]",2.331990391,1280.042399015
316,3775575,Aston Villa,64.0,,"[46535, 15716]",0.0,0.0
317,3775629,Manchester City WFC,0.0,80.0,"[10185, 10252]",0.078878447,704.765056003
318,3775629,Manchester City WFC,80.0,81.0,"[10252, 77716]",0.0,0.0
319,3775629,Manchester City WFC,81.0,,[10252],0.0,0.0
320,19719,West Ham United LFC,0.0,,"[18151, 18159]",0.0,0.0
321,19756,Birmingham City WFC,0.0,,"[15569, 19503]",0.0,0.0
322,3775595,Brighton & Hove Albion WFC,0.0,,"[16395, 22337]",0.0,0.0
323,3775595,Brighton & Hove Albion WFC,63.0,,[16395],0.0,0.0
324,19790,Manchester City WFC,0.0,,"[10185, 17524]",0.0,0.0
325,2275048,Tottenham Hotspur Women,0.0,,"[31552, 31703]",0.0,0.0
326,19805,Chelsea FCW,0.0,,"[4633, 4642]",0.0,0.0
327,2275113,Brighton & Hove Albion WFC,0.0,,"[16383, 16395]",0.0,0.0
328,3775561,West Ham United LFC,0.0,,"[18151, 34232]",0.0,0.0
329,2275108,Bristol City WFC,0.0,,"[15618, 19502]",0.0,0.0
330,3775562,Manchester United,0.0,,"[4648, 31536]",0.0,0.0
331,3775566,Manchester United,0.0,,"[31533, 31536]",0.0,0.0
332,7298,Manchester City WFC,0.0,33.0,"[4648, 17524]",1.013509301,797.708
333,7298,Manchester City WFC,33.0,,[17524],0.0,0.0
334,2275153,Manchester United,0.0,,"[31533, 31536]",0.0,0.0
335,19742,Yeovil Town LFC,0.0,,"[15712, 15717]",0.0,0.0
336,19737,Liverpool WFC,0.0,,"[15614, 15618]",0.0,0.0
337,3775617,Brighton & Hove Albion WFC,0.0,52.0,"[16395, 22337]",1.1079246010000001,1071.776712005
338,3775617,Brighton & Hove Albion WFC,52.0,62.0,"[22337, 20035]",0.093338322,166.024202
339,3775617,Brighton & Hove Albion WFC,62.0,,[22337],0.0,0.0
340,3775593,Chelsea FCW,0.0,,"[4633, 4642]",0.0,0.0
341,3775549,Tottenham Hotspur Women,0.0,,"[4648, 5074]",0.0,0.0
342,19780,Brighton & Hove Albion WFC,0.0,,"[16394, 16395]",0.0,0.0
343,3775627,Chelsea FCW,0.0,,"[4633, 4642]",0.0,0.0
344,2275088,Birmingham City WFC,0.0,,"[19592, 31568]",0.0,0.0
345,3775647,Birmingham City WFC,0.0,,"[15574, 19592]",0.0,0.0
346,19767,Everton LFC,0.0,27.0,"[15574, 18254]",0.901550975,523.339286002
347,19767,Everton LFC,27.0,,[18254],0.0,0.0
348,19779,Manchester City WFC,0.0,,"[10185, 17524]",0.0,0.0
349,3775652,Chelsea FCW,0.0,,"[4633, 15549]",0.0,0.0
350,2275033,Bristol City WFC,0.0,,"[15618, 19502]",0.0,0.0
351,3775591,Chelsea FCW,0.0,,"[4642, 10395]",0.0,0.0
352,3775658,Manchester United,0.0,,"[31533, 31536]",0.0,0.0
353,3775585,Bristol City WFC,0.0,,"[16381, 19502]",0.0,0.0
354,3775559,Everton LFC,0.0,,"[18254, 47541]",0.0,0.0
355,3775622,Manchester United,0.0,,"[31533, 31536]",0.0,0.0
356,19745,Brighton & Hove Albion WFC,0.0,,"[16394, 16395]",0.0,0.0
